t,A_metal,B_metal,sigma_metal,C_metal,A_gas,B_gas,sigma_gas,C_gas
0.91,13003700.923849449,-13003034.583198054,-2.014424962877883,-103674.63857613648,772.7380029517749,-262.2964923010904,0.09259160842595819,-198.56552509091637
0.92,13877952.60298799,-13877287.16288446,-2.045539013333637,-107313.45710509444,775.2324040268063,-265.05925412236735,0.09315746205103301,-202.2150053418982
0.93,16951218.537964124,-16950553.986668725,-2.14858865013138,-118834.9538706781,777.6896437485418,-267.7887489985716,0.09370760504850965,-205.80253799683072
0.94,15759124.329602832,-15758460.657066643,-2.1078138298299915,-114783.66173720894,780.146674905599,-270.5188336990082,0.0942498970826432,-209.36442050752856
0.95,13965723.50900632,-13965060.70692119,-2.043194967511233,-108240.87819012249,782.5850613502132,-273.23254341610254,0.09478076669280253,-212.88358416942327
0.96,16973542.649161298,-16972880.704217203,-2.1436290512087224,-119542.84324759064,785.063807412894,-275.9848236117075,0.09531196370280108,-216.4162366035184
0.97,12295102.239683684,-12294441.146625808,-1.9756984409761318,-101897.9218812286,787.4880816927473,-278.6865247549857,0.09582557855789903,-219.87288994305186
0.98,16106811.921733567,-16106151.665185288,-2.112226834958914,-116829.45301303669,789.8911824288515,-281.36862447385784,0.09632836293914616,-223.28631182738943
0.99,16886358.14528066,-16885698.717607386,-2.135709289151769,-119811.84973677034,792.2690340070063,-284.02696549683685,0.09681996547263845,-226.65312162410444
1.0,12718912.223036565,-12718253.618013557,-1.987884109151519,-104126.85513811394,794.6201172988265,-286.65988108276986,0.09730050747676877,-229.97280134176697
1.01,16993100.678268697,-16992442.882026896,-2.135892195391678,-120549.54588741063,796.9178435124753,-289.2417251631053,0.09776563019241401,-233.22182179140432
1.02,16920591.448641624,-16919934.45414159,2.132093889332466,-120462.70819155974,799.1844777179598,-291.7936733850871,0.0982196852476003,-236.42120703742083
1.03,17267710.80725187,-17267054.604931425,2.1414957495578655,-121859.81499715448,801.4175705320696,-294.31299465255245,0.09866253999933156,-239.56946953478086
1.04,17745668.431366898,-17745013.013644017,2.1547431357141344,-123701.59825299382,803.5671655478924,-296.7521556417925,0.09908591311076025,-242.6222411413816
1.05,16960180.756090138,-16959526.11477021,2.129078180705024,-121087.47107269686,805.6989227035867,-299.1730541130769,0.09950173010052711,-245.63984669230967
1.06,16902278.096946083,-16901624.22319134,2.125925195521672,-121031.92578285736,807.8094116404906,-301.5728651780105,0.09990936664974438,-248.6194693903234
1.07,16904791.42161144,-16904138.3060022,2.1247308633961572,-121186.20372161856,809.8559704942983,-303.9102965683484,0.10030204895469896,-251.52380154443895
1.08,17486828.496544123,-17486176.131412674,2.1415658916631015,-123400.4328177199,811.8411867564589,-306.1875753971268,-0.1006807130388683,-254.35580402945342
1.09,17385938.16812952,-17385286.54654435,2.1372516413326665,-123183.63043397662,813.766516718122,-308.40626997032217,-0.10104573148352572,-257.1177700929201
1.1,16902565.818712696,-16901914.934026122,2.1210403508652975,-121592.70136230168,815.6388100907999,-310.5725091870822,-0.10139872298519877,-259.8163335325177
1.11,16802336.129016794,-16801685.97069794,2.1167813326683187,-121357.90494049793,817.4576199813011,-312.6858368870466,-0.10173977449754819,-262.4521587329416
1.12,17448027.06757818,-17447377.629369877,2.135769133935176,-123796.238654581,819.238257126648,-314.7610366242064,-0.10207168070787383,-265.0388323966959
1.13,16967866.443486385,-16967217.718107026,2.119855075071917,-122200.08101948725,820.9598077642687,-316.7779177420529,-0.10239120496299732,-267.5589528849491
1.14,17167092.327687815,-17166444.30735963,2.1250540765537154,-123032.50621814374,822.6247628480226,-318.7384886252909,-0.10269912598469745,-270.01539185790597
1.15,16977950.774608642,-16977303.45343843,2.118188809957703,-122465.64064826036,824.2296659377479,-320.6395901708764,-0.10299517527536178,-272.40549243461595
1.16,17142563.1128379,-17141916.481487878,2.122391313602294,-123165.40510486081,825.763749586198,-322.4704272452429,-0.10327793496153652,-274.72072858346917
1.17,17038234.50278108,-17037588.555787235,2.1182500186452087,-122894.32733399009,827.2157849258423,-324.2200526551923,-0.10354602277603733,-276.95205506632163
1.18,17018274.62430851,-17017629.354860242,2.1167641472845404,-122922.81973303386,828.6007605352489,-325.90307476214053,-0.10380188308194727,-279.1129695857752
1.19,17023353.59786425,-17022708.999548245,2.1160873772440705,-123038.4511023309,829.9227833735645,-327.52341668910066,-0.10404633289546367,-281.207840188022
1.2,17261857.483527083,-17261213.549075935,2.122674519326288,-123991.34824611587,831.1765278791777,-329.0756915545655,-0.1042788678503656,-283.2324317170604
1.21,17229159.751814004,-17228516.47696014,2.120879424071545,-123966.0471047007,832.3671724082645,-330.5649709942936,-0.1045003175814596,-285.19192083791586
1.22,17006307.225997027,-17005664.601980574,2.1132515360445985,-123245.99061742511,833.4898319244495,-331.9865522405224,-0.10471023466909773,-287.0823618272793
1.23,16980049.534790058,-16979407.555602763,2.111736656352455,-123232.37330454683,834.5524201758232,-333.3478222362867,-0.10490998024469225,-288.91094343687917
1.24,16105279.526382867,-16104638.18751995,2.0832814148258176,-120091.51532225497,835.5709582714496,-334.66469492315093,-0.10510189769959136,-290.692079469701
1.25,17055561.838510334,-17054921.133447357,2.112746140463538,-123663.33136328928,836.5217163454332,-335.9136248023869,-0.10528283449908739,-292.40547998540933
1.26,17081515.42007051,-17080875.341450576,2.112944503503799,-123828.77165397746,837.4050811878552,-337.0954184964901,-0.10545276788120324,-294.0524134587751
1.27,16535965.658198897,-16535326.20127958,-2.095258854428723,-121901.92760882026,838.2250049417249,-338.21342314457183,-0.10561269300927183,-295.63610304988885
1.28,15030038.947817061,-15029400.109437842,-2.0451923297412953,-116278.80037577874,838.9769164067835,-339.263508918194,-0.10576185221797783,-297.1532208661523
1.29,17051452.960211728,-17050814.730494592,-2.110318838119254,-123919.30541875557,839.6463945482747,-340.23135226585885,-0.10589845308192755,-298.59200836123733
1.3,12419678.661909148,-12419041.040279448,-1.9488202343587129,-105797.00010917847,840.2446073809209,-341.1279101930183,-0.10602415752627359,-299.9621353664169
1.31,15787652.127639046,-15787015.102807041,-2.069047958365835,-119347.71693615116,840.7781401794413,-341.95971116350626,-0.10614002763093994,-301.2694099300287
1.32,16822195.273634035,-16821558.84214899,-2.1017425575016584,-123252.0675997755,841.2501853080701,-342.7296518144195,-0.10624653318249111,-302.517137888343
1.33,14966774.344401674,-14966138.50390537,-2.0407003469860725,-116300.7302505348,841.6576134324482,-343.43472934123776,-0.1063434260787663,-303.70252610971295
1.34,14236245.379705597,-14235610.12276764,-2.014905366194411,-113468.10714989905,842.0100641113517,-344.0843011513465,-0.10643208778446876,-304.83422360216974
1.35,15579688.322587583,-15579053.643648462,-2.06054956292729,-118748.63143380069,842.2455194864867,-344.61873383110094,-0.10650340958680707,-305.8600490120513
1.36,11676503.87754818,-11675869.77698677,-1.916629570703812,-102829.005546846,842.4850099801391,-345.1545632342457,-0.10657536828909399,-306.88209152740956
1.37,11814542.569887694,-11813909.037858274,-1.9219760315415322,-103468.60906031675,842.685331537684,-345.6503312107566,-0.10664145399651685,-307.86417924789
1.38,12727868.756148731,-12727235.78724524,-1.957869095306492,-107428.70124576987,842.8548622019214,-346.11403162287354,-0.10670310038440943,-308.8134962263928
1.39,14488099.991562324,-14487467.580005283,-2.0221534225185684,-114653.44710247891,842.936442734719,-346.49040303527784,-0.10675193065291619,-309.6821336179464
1.4,14023469.440358885,-14022837.58453785,-2.0054510345627476,-112828.65755392546,842.971709859293,-346.81982433254177,-0.10679408084154725,-310.5051758237473
1.41,16063243.191940054,-16062611.884251716,-2.074588071367845,-120789.4324605554,842.9493675179849,-347.09118358651193,-0.10682801093108954,-311.2730876304122
1.42,15004629.26932774,-15003998.507773805,-2.0392541669895365,-116764.01034398223,842.8688048034171,-347.30405086912026,-0.10685354912697084,-311.9859552926955
1.43,11597724.070565728,-11597093.854980567,-1.9116601094084005,-102668.6588266208,842.7410858643085,-347.4691307287565,-0.10687237020765343,-312.6527362041591
1.44,10670959.750697428,-10670330.072862735,-1.8720287179416513,-98495.58765883159,842.5464656104868,-347.56717765279654,-0.10688174215664228,-313.2569880102078
1.45,9523330.541746208,-9522701.39836591,-1.819273064755059,-93059.67630625021,842.2966161841754,-347.6095049816438,-0.10688331708318967,-313.80875167123014
1.46,10491523.30123687,-10490894.68531144,-1.8638104053481352,-97693.70623598102,841.997162963676,-347.60165591391325,-0.10687788887600531,-314.3127502544009
1.47,11895613.459978914,-11894985.36518812,-1.9232833306654709,-104041.93155034026,841.6555307501562,-347.5508789488804,-0.10686654910970037,-314.7751203293538
1.48,9482029.820834666,-9481402.250948522,-1.816958983283395,-92892.90017524787,841.2694094610109,-347.45518397690546,-0.10684880404337199,-315.1941509289801
1.49,10744091.811021464,-10743464.754616853,-1.8746696110374967,-98894.42996877391,840.8507197404444,-347.3261201351581,0.10682637393605539,-315.5797237841237
1.5,12169535.212862113,-12168908.667724304,-1.9340218828333593,-105263.44014979976,840.4053426570141,-347.1692425454512,0.10680016529189697,-315.937164625917
1.51,10709219.110565072,-10708593.075152265,-1.8730286670542635,-98746.64678640693,839.9152730317726,-346.9670988882029,0.10676768812025231,-316.2508997323828
1.52,9184752.5883014,-9184127.06047837,-1.8022993884579095,-91447.62472050246,839.3935757365733,-346.7323792530094,0.10673078406399797,-316.5321518371586
1.53,9258192.16239868,-9257567.13553106,-1.805880626276212,-91815.12205355374,838.8314213176857,-346.45674374953865,0.10668804972776928,-316.77369099231623
1.54,9702731.149065988,-9702106.61875479,-1.8272227022265564,-93995.9824662571,838.2235875627189,-346.13498378262636,0.10663880317955268,-316.9709135683386
1.55,9642280.286406858,-9641656.249104017,-1.824382474174509,-93701.02582835457,837.5678831932656,-345.76518399318627,0.10658268661267829,-317.12200266056243
1.56,8761485.642771333,-8760862.097062001,-1.7811395724980574,-89313.70451565119,836.9068535759546,-345.3881814623781,0.10652597762176885,-317.26276023137336
1.57,10795710.436517172,-10795087.373650188,-1.8768360027757294,-99144.47000796467,836.2037983967192,-344.9688031250878,0.10646321525645061,-317.36244215063294
1.58,9832031.912211992,-9831409.33452128,-1.83342832258954,-94608.53311422557,835.4676833864571,-344.51564686899303,0.10639577862542605,-317.42823172369214
1.59,8918139.516751597,-8917517.420231448,-1.7892210774987056,-90095.02993133863,834.7019876051894,-344.0320695531776,0.10632412129281801,-317.4633310794007
1.6,8488881.051742788,-8488259.432285441,-1.7673186292100054,-87891.08165714119,833.9065325126053,-343.5181128015859,0.10624810934479217,-317.4677062095913
1.61,8727861.583317857,-8727240.436038824,-1.779750790623553,-89111.6198350429,833.0830820334512,-342.9752391328242,0.10616806388821201,-317.4425943143756
1.62,8478976.214072865,-8478355.537594255,-1.766992174449935,-87821.74364015744,832.2317578151312,-342.40394739752855,0.10608389892029031,-317.3882400396598
1.63,8588683.059254086,-8588062.848729214,-1.7728121841038307,-88377.13680173238,831.3586519719515,-341.8099292936118,0.10599655264720194,-317.3096933092582
1.64,8599709.955850419,-8599090.208425868,-1.7735115511602653,-88421.47403651853,830.4552888145624,-341.1851276050427,0.10590477588704754,-317.1997296837359
1.65,9372135.345624933,-9371516.056517148,-1.8122970048658738,-92295.35009001137,829.517451349636,-340.52519139227036,0.1058080163563282,-317.05484046672404
1.66,8460347.292551646,-8459728.463427933,-1.7665494064769227,-87674.32620117751,828.5601252735214,-339.84484220036165,0.1057083457577732,-316.88762862487
1.67,8435906.385847325,-8435288.010084309,-1.7654391725230947,-87531.13103403029,827.5432867828412,-339.1058647663121,0.10559959549009114,-316.66428742514114
1.68,8541685.003166597,-8541067.078107955,-1.77113712003105,-88061.51748699383,826.5646617641179,-338.4019278697942,0.10549668695381961,-316.4675152699887
1.69,8435713.732152881,-8435096.255794426,-1.7657876274456663,-87495.55750312841,825.5489839039417,-337.66093708334176,0.10538805440232676,-316.2337348872543
1.7,8412631.502282405,-8412014.47138106,-1.7647703070340979,-87356.89999491087,824.5117618401503,-336.8976753342121,0.10527612693063645,-315.97576147244473
1.71,7200889.09289592,-7200272.50812897,-1.697497884608295,-80798.70901301419,823.4578760802631,-336.11686174674804,0.10516162695282821,-315.69782659905616
1.72,7339623.623386147,-7339007.478001255,-1.7058458975659059,-81554.37338017533,822.3884004793858,-335.3198504482762,0.10504457094076575,-315.40112461298696
1.73,7873047.471930477,-7872431.7614137735,-1.7363371999108441,-84446.04117991013,821.3007265337087,-334.50372991753295,0.10492469024212159,-315.0830355594106
1.74,6801616.327202451,-6801001.054740039,-1.674044000525245,-78466.0447873109,820.201291702134,-333.6749462879944,0.10480286363777372,-314.7493105582161
1.75,6780383.360831747,-6779768.520140081,-1.6729669616493164,-78321.92369248686,819.087909841118,-332.8315833055373,0.1046787010476484,-314.3978899892673
1.76,4355777.7805882925,-4355163.381228142,-1.4974578039972892,-62747.478794931696,817.9643599479797,-331.9770027044051,0.10455281949626566,-314.0322897921647
1.77,4497954.81554407,-4497340.841570948,-1.5098015162084035,-63745.304221256265,816.7986661746097,-331.0805904437301,-0.10442031024882556,-313.6246253173637
1.78,4928354.106568341,-4927740.553539915,-1.5450519572798869,-66707.28785540807,815.6478988432316,-330.1972946546982,-0.10428985899192258,-313.22422240958656
1.79,4314274.020169161,-4313660.892919821,-1.494567705911705,-62390.42049815035,814.492153523068,-329.3080929808083,-0.10415839484558354,-312.81398743072
1.8,4229890.303042515,-4229277.595375282,-1.4874280300996847,-61756.64094764307,813.3236716459328,-328.40537942272346,-0.10402475328478308,-312.38713048452934
1.81,4196538.905312365,-4195926.614485531,-1.4847325706823307,-61491.831249063885,812.1462738418635,-327.4928261572114,-0.103889474998991,-311.9471579100538
1.82,4176880.5904551903,-4176268.713662393,-1.4832495756897848,-61326.115836066645,810.9624554056945,-326.57309651765917,-0.10375292021770709,-311.4960577361787
1.83,2691656.1045004735,-2691044.6555459523,-1.3285995909144677,-49202.95245355361,809.7680524224804,-325.6420285410712,-0.10361443805492948,-311.03018151969854
1.84,2447092.3986823764,-2446481.3630748284,-1.2974355972982328,-46895.03851205372,808.5731293693325,-324.7092585574957,-0.10347559118075562,-310.5584785077601
1.85,2154552.438755306,-2153941.816095267,-1.2568348988089895,-43983.39392302395,807.3657750758414,-323.7636065670798,-0.10333446637659593,-310.0704494793097
1.86,2107831.5087494305,-2107221.2920949874,-1.2501765286945248,-43486.75340057392,806.1500116234896,-322.8086636962508,-0.10319176643052695,-309.5695081629148
1.87,1462595.672832281,-1461985.8775007569,-1.1406619521255932,-36201.95470556397,804.9296855489113,-321.8484048132043,-0.10304795109979722,-309.0592927682492
