t,A_metal,B_metal,sigma_metal,C_metal,A_gas,B_gas,sigma_gas,C_gas
1.84,3534746.8085219543,-3534134.8555215374,-1.4224515888447564,-56410.574872965655,1144189.8575527915,-1143600.8101569994,-1.1002125494540649,-30409.292442537833
1.85,3803124.2017737855,-3802512.6528262645,-1.4490978652489188,-58492.38218858477,840462.6538492434,-839873.9786988379,-1.018025324229393,-26051.062351103545
1.86,2450174.104435918,-2449562.9760597656,-1.2979210810459805,-46921.71424438022,455865.6757071144,-455277.39867664274,-0.8724310995057776,-19166.350946026792
1.87,2360212.9210905684,-2359602.1964013386,-1.2860446808958503,-46033.14689459395,165444.46765502615,-164856.6571959386,-0.6745725337724833,-11513.974036488484
1.88,2106938.719333239,-2106328.399491073,-1.2501466095161697,-43472.935967589976,70536.78771643147,-69949.48497234427,-0.5420272913011621,-7483.328342101221
1.89,1113069.333622761,-1112459.4462329687,-1.0649982567316503,-31571.345072504293,37069.193094626724,-36482.41672058077,-0.45833699186627447,-5391.020322427472
1.9,1055762.7173283808,-1055153.2290246563,-1.0511447839158443,-30733.69439095953,23616.763456576446,-23030.503435465245,-0.4066302573988567,-4273.378891393907
1.91,404695.5203520938,-404086.5070357226,-0.8253363947290502,-18998.85256722688,16291.68894618982,-15705.95208139371,-0.3677163716857883,-3520.5248745817094
1.92,136354.52298101477,-135746.058621838,-0.6259343369618527,-10993.421319335854,12129.098424445243,-11543.879324360089,-0.3388619338325129,-3011.233813232125
1.93,62479.93921056235,-61872.04812791669,-0.512004581821222,-7408.254693171522,9457.373615867808,-8872.671891687813,-0.31578092010461,-2633.870782110379
1.94,35624.34846687007,-35017.03498412884,-0.4420452013991553,-5562.827788886597,7660.428511988513,-7076.2415909589445,-0.2970231574218959,-2346.8616907617707
1.95,23208.640650376452,-22601.904652574132,-0.3943890443171666,-4460.8806262497465,6375.413448323188,-5791.740924937244,-0.2811970276839021,-2118.437532467149
1.96,16492.688029238147,-15886.527862990164,-0.3594586160989894,-3733.0475212261813,5428.920547227723,-4845.76107305743,-0.2676900257559764,-1933.4359068106694
1.97,12466.920502858946,-11861.33308883242,-0.33262503428980583,-3219.809627371414,4710.681026026358,-4128.0330070999125,-0.25599191899478924,-1780.6161028316105
1.98,9834.706282056275,-9229.690553612834,-0.3109954802449455,-2835.167425022489,4151.876449470074,-3569.738341850875,-0.24573307276635759,-1652.2623627409598
1.99,8023.913972522994,-7419.467758472736,-0.2931583708007708,-2537.482212138409,3707.806129260328,-3126.1765460600172,0.2366390008122496,-1542.9130941194917
2.0,6722.09196641135,-6118.213448982631,-0.27811989023480943,-2300.2238611676407,3348.91865210699,-2767.79601378173,0.22851314279204696,-1448.7317118944654
