t,A_metal,B_metal,sigma_metal,C_metal,A_gas,B_gas,sigma_gas,C_gas
1.67,8521839.484114468,-8521220.220057065,-1.7692554622391115,-88044.56192783042,4375725.056961282,-4375129.638449251,-1.5410192901311792,-59519.569092841804
1.68,8414748.396759888,-8414129.58360576,-1.7638310410560634,-87472.49108567357,6125516.420126661,-6124921.382556878,-1.6765553625778744,-70440.61468266771
1.69,8407012.825410672,-8406394.459653813,-1.7636125307411565,-87414.10419280363,4409893.946275512,-4409299.302785257,-1.5438807736475975,-59763.83657443809
1.7,5252098.771504987,-5251480.861186204,-1.567595892596279,-69065.41415771522,4268988.268307841,-4268394.009950373,-1.5312986189058617,-58805.097117008474
1.71,8459483.725599166,-8458866.245274859,-1.7667792553020534,-87646.47444833771,4909228.080136542,-4908634.200230535,-1.5858688224154394,-63069.29712713824
1.72,8401834.494337313,-8401217.453178797,-1.7639735470287723,-87325.91090559692,4597812.881547965,-4597219.383181135,-1.5599795177601965,-61037.49859833533
1.73,7314172.100641636,-7313555.498329127,-1.7039597287213268,-81453.11656546705,3513821.1943128114,-3513228.0806668815,-1.4582063570035368,-53353.83685019488
1.74,6010267.001229537,-6009650.837364219,-1.6223378908110928,-73812.35664301556,4217847.97994175,-4217255.236636627,-1.5265528978143665,-58462.24038026824
1.75,7548195.411150158,-7547579.672484124,-1.717943519880548,-82701.5968854796,4211960.628635576,-4211368.259042435,-1.5260103147971533,-58422.318463226395
1.76,5355377.216000682,-5354761.914132433,-1.576536550509462,-69632.68203708282,4234913.456992996,-4234321.458271082,-1.528097958778425,-58581.33287468341
1.77,5281694.329646072,-5281079.453756417,-1.571310026286303,-69130.91577107616,4074425.5843383856,-4073833.956189348,-1.5133710595512595,-57459.05202669063
1.78,4403696.341503258,-4403081.894052536,-1.5015056952966441,-63100.18278205496,2191573.0181453303,-2190981.77730136,-1.2952467093046145,-42124.08920785976
1.79,4327895.94719677,-4327281.920848569,-1.4952260197572615,-62534.243619096414,2619598.5268080975,-2619007.644974653,-1.3546230634958167,-46058.373507823046
1.8,4695847.404283582,-4695233.793672191,-1.5264049596956588,-65118.795770570316,2491387.527621788,-2490797.0110981744,-1.3376953248601673,-44913.740571494985
1.81,4341425.004810833,-4340811.811831358,-1.496916175575907,-62589.59661165759,2203176.0915397247,-2202585.94088326,-1.2970668632861933,-42230.083566235706
1.82,4497116.504867811,-4496503.724471946,-1.5104748465783209,-63680.65338400249,2123253.0442032455,-2122663.2543949024,-1.2851327412938145,-41453.12107282904
1.83,4253000.149915848,-4252387.782105754,-1.489750420537138,-61904.38615464427,1720366.4999386035,-1719777.0766580873,-1.2190025448455208,-37304.79687787513
