201 397
198 379
200 358
209 338
218 322
229 304
239 288
251 273
264 259
278 244
294 230
313 217
329 207
349 197
369 188
389 180
408 175
430 173
451 171
473 170
494 169
516 169
539 171
561 173
583 176
605 179
631 183
656 187
682 192
706 196
731 203
754 210
777 217
803 225
825 232
842 239
849 247
850 253
