203 400
211 413
220 421
233 425
244 421
257 413
272 405
293 394
311 385
335 374
362 362
386 352
415 342
444 332
478 321
505 312
536 303
571 297
605 292
643 286
675 282
714 278
747 275
783 275
819 275
831 274
844 267
850 257
